comision_entrante,iniciativa,estado_actual,id_proyecto,titulo,fecha_radicacion
Comision Segunda de Camara de Representantes,Legislativa,Sancionado como Ley,8124,Por medio de la cual se declara patrimonio cultural inmaterial de la Nacion la celebracion de la semana santa de la parroquia Santa Gertrudis la Magna de Envigado|| Antioquia y se dictan otras disposiciones. [Parroquia Santa Gertrudis la Magna de Envigado como patrimonio cultural],2015-08-18
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8140,Por medio de la cual se protege el cuidado de la ninnez. [Ley Isaac],2015-08-18
Comision Primera de Senado,Legislativa,Aprobado Informe de Objeciones,8135,Por la cual se autoriza el reconocimiento de honorarios a los miembros de las Juntas Administradoras Locales del pais y se dictan otras disposiciones. [Honorarios para ediles],2015-08-18
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,8139,Por medio de la cual se establecen medidas para la adaptacion y mitigacion del cambio climatico y se establecen otras disposiciones. [Medidas de adaptacion al cambio climatico],2015-08-18
Comision Primera de Camara de Representantes,Legislativa,Archivado por Vencimiento de Terminos,8123,Por medio del cual se modifica el articulo 179 de La Constitucion Politica de Colombia. [Inhabilidades],2015-08-18
Comision Septima de Camara de Representantes,Legislativa,Retirado por el Autor,8122,Por medio de la cual se establecen los lineamientos para la formulacion de la politica nacional de construccion sostenible|| se otorgan beneficios e incentivos para su fomento e implementacion y se dictan otras disposiciones. [Politica nacional de construccion sostenible],2015-08-18
Comision Primera de Senado,Legislativa,Retirado por el Autor,8136,Por medio del cual se reglamenta la inseminacion artificial y se dictan otras disposiciones. [Inseminacion artificial],2015-08-18
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,8145,Por la cual se reglamenta el ejercicio de la profesion de microbiologia|| se dicta el codigo de etica y otras disposiciones. [Codigo de etica de microbiologia],2015-08-19
Comision Sexta de Senado,Legislativa,Retirado por el Autor,8148,Por medio del cual se agrega un paragrafo al articulo 10 de la Ley 715 de 2001. [Apoyo a profesoras gestantes],2015-08-19
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,8144,Por medio de la cual se establece la obligacion de instalar camaras de seguridad en vehiculos taxi que prestan el servicio publico de transporte terrestre automotor individual de pasajeros. [Camaras de seguridad en taxis],2015-08-19
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8141,Por medio del cual se fija el alcance del mandato establecido en el inciso 1 del articulo 35 de la Ley 01 de enero 10 de 1991. [Pensiones para sobrevivientes Colpuertos],2015-08-19
Comision Sexta de Senado,Legislativa,Retirado por el Autor,8150,Por el cual autorizan cielos abiertos plenos para los aeropuertos de las ciudades del Caribe y se dictan otras disposiciones. [Cielos abiertos en las ciudades del Caribe],2015-08-19
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8127,Por medio de la cual se declara como patrimonio genetico nacional las razas bovinas criollas y colombianas puras|| se adiciona un paragrafo a la Ley 89 de 1993 y se dictan otras disposiciones- [Razas criollas como patrimonio genetico],2015-08-19
Comision Sexta de Camara de Representantes,Legislativa,Acumulado,8125,Por medio de la cual se estable el regimen de los servicios de comunicaciones audiovisuales y la provision de contenidos audiovisuales sobre redes de telecomunicaciones. [Comunicaciones audiovisuales],2015-08-19
Comision Segunda de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8129,Por medio del cual se declara la esmeralda como piedra preciosa nacional y sus mercados como patrimonio cultural. [Esmeralda como piedra preciosa nacional],2015-08-19
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8149,Por medio de la cual se decreta al municipio de Santa Cruz de Mompox|| del departamento de Bolivar|| como distrito especial|| turistico|| cultural e historico de Colombia. [Mompox como distrito especial],2015-08-19
Comision Septima de Camara de Representantes,Legislativa,Retirado por el Autor,8147,Por el cual se crea el Sistema General para la Atencion Integral y Proteccion a Personas con Trastorno del Espectro Autista (T.E.A.) y condiciones similares y se dictan otras disposiciones. [Autismo],2015-08-19
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8131,Por la cual se modifica el articulo 122 de la Ley 30 y se dictan otras disposiciones. [Cobros en educacion],2015-08-19
Comision Segunda de Senado,Legislativa,Sancionado como Ley,8152,por medio de la cual se conmemoran los 200 annos del fallecimiento de Francisco Jose de Caldas|| y se dictan varias disposiciones para celebrar dicha fecha. [200 annos del fallecimiento de Francisco Jose de Caldas],2015-08-19
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,8142,Por medio de la cual se promueve|| se fomenta|| se regula|| se orienta y se controla el aprovechamiento terapeutico y turistico de los balnearios termales y el uso de las aguas termales. [Uso de aguas termales],2015-08-19
Comision Septima de Camara de Representantes,Legislativa,Aprobado Informe de Objeciones,8130,Por medio de la cual se reconoce la infertilidad como una enfermedad|| se autoriza su inclusion en el plan de beneficios y se dictan otras disposiciones. [Infertilidad como una enfermedad],2015-08-19
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8146,Por medio del cual se endurecen las sanciones para la inasistencia de los congresistas y funcionarios. [Sanciones ausentistas en el Congreso],2015-08-19
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8128,Por la cual se adicionan dos paragrafos al articulo 2455º del Codigo Civil|| con el fin de facilitar el acceso en materia de creditos hipotecarios para el sector agropecuario. [Creditos sector agropecuario],2015-08-19
Comision Segunda de Camara de Representantes,Legislativa,Sancionado como Ley,8153,Por medio del cual se establece la entrega de informe anual sobre el desarrollo|| avance y consolidacion de los acuerdos comerciales suscritos por Colombia. [Informes anuales sobre avances de TLCs],2015-08-19
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8126,Por medio del cual se le otorga la categoria de Distrito Especial|| Industrial|| Portuario|| Biodiverso y Ecoturistico a San Andres de Tumaco. [Tumaco como distrito especial],2015-08-19
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8151,Por medio de la cual se modifica la ley la Ley 1708 de 2014 Codigo de Extincion de Dominio. [Oralidad en los procesos de extincion de dominio],2015-08-19
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8143,Por la cual se modifica y adiciona la Ley 5ª de 1992|| se crea la Comision Legal del Congreso de la Republica para la Defensa|| Proteccion y Promocion de los Derechos de los Pueblos Indigenas y se dictan otras disposiciones. [Comision Legal para los Pueblos Indigenas],2015-08-19
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8133,Por medio de la cual se promueve y protege el empleo de trabajadores con responsabilidades familiares de cuidadores|| permitiendo su insercion laboral y se dictan otras disposiciones. [Proteccion laboral de cuidadores],2015-08-20
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8132,Por medio de la cual se crea el beneficio economico de subsistencia mensual durante el tramite de la pension de vejez y se dictan otras disposiciones. [Subsistencia mensual durante el tramite de pension],2015-08-20
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8159,Por la cual se establecen las condiciones de disposicion final segura de los aceites lubricantes usados|| de los aceites industriales usados y de los aceites de fritura usados en el territorio nacional y se prohibe la combustion de los mismos o su reutilizacion parcial o total sin tratamiento de trasformacion. [Disposicion final segura de aceites usados],2015-08-24
Comision Septima de Camara de Representantes,Legislativa,Retirado por el Autor,8160,Por la cual se adiciona el articulo 21 de la Ley 1240 de 2008. [Tribunales de terapia respiratoria],2015-08-24
Comision Segunda de Senado,Gubernamental,Archivado por Transito de Legislatura,8155,Por medio de la cual se aprueba el “Estatuto de la Conferencia de La Haya de Derecho Internacional Privado”|| adoptado en La Haya en la septima sesion de la conferencia|| el 31 de octubre de 1951 y su enmienda adoptada el 30 de junio de 2005|| durante la vigesima sesion de la conferencia|| aprobada por los miembros en fecha 30 de septiembre de 2006. [Estatuto de la Conferencia de La Haya de Derecho Internacional Privado],2015-08-25
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,8171,Por el cual se modifica el articulo 351 de la Constitucion Politica. [Iniciativa del gasto por parte del Congreso],2015-08-25
Comision Segunda de Senado,Legislativa,Archivado por Transito de Legislatura,8157,Por medio de la cual se hace reconocimiento a los reservistas colombianos y se dictan otras disposiciones. [Reservistas],2015-08-25
Comision Sexta de Camara de Representantes,Legislativa,Retirado por el Autor,8162,Por la cual se modifica la Ley 142 de 1994 que establece el regimen de los servicios publicos domiciliarios|| y se dictan otras disposiciones. [Servicios publicos],2015-08-25
Comision Segunda de Senado,Gubernamental,Archivado por Transito de Legislatura,8156,Por medio de la cual se aprueba el “Acuerdo entre la Republica de Colombia y la Organizacion para la Cooperacion y Desarrollo Economicos (OCDE) sobre privilegios|| inmunidades y facilidades otorgados a la organizacion”|| adoptado en Punta Mita|| Mexico|| el 20 de junio de 2014. [Acuerdo con la OCDE sobre privilegios|| inmunidades y facilidades otorgados a la organizacion],2015-08-25
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,8154,Por medio de la cual se aprueba el “Protocolo de enmienda al Convenio de Integracion Cinematografica Iberoamericana”|| suscrito en la ciudad de Cordoba|| Espanna|| el 28 de noviembre de 2007. [Enmienda al Convenio de Integracion Cinematografica Iberoamericana],2015-08-25
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8161,Por medio del cual se establece una compensacion a los miembros de la comunidad raizal titulares de predios del departamento de San Andres|| Providencia y Santa Catalina. [Predial San Andres y Providencia],2015-08-25
Comision Segunda de Senado,Legislativa,Retirado por el Autor,8158,Por medio del cual se estimula a los soldados bachilleres y auxiliares de policia bachilleres que presten su servicio a la patria|| vinculandolos al proceso educativo en el nivel superior. [Educacion despues del servicio militar o policial],2015-08-26
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8168,Por medio de la cual se aplaza la entrada en vigencia del Sistema Procesal de Oralidad previsto en la Ley 1395 de 2010 y Ley 1564 de 2012. [Aplazamiento sistema procesal de oralidad],2015-08-26
NA,Legislativa,Retirado por el Autor,8173,Por medio de la cual se reglamenta el servicio de reclutamiento y movilizacion de las Fuerzas Militares y de Policia y se dictan otras disposiciones. [Reclutamiento y movilizacion de las FFAA],2015-08-26
Comision Septima de Senado,Legislativa,Retirado por el Autor,8166,Por medio de la cual se modifica el articulo 102 de la Ley 50 de 1990|| y se dictan otras disposiciones. [Cobertura familiar cesantias],2015-08-26
Comision Tercera de Senado,Legislativa,Archivado en Debate,8170,Por medio del cual se establece e implementa la condicion del aforo para locales y establecimientos de comercio|| espectaculos publicos y actividades recreativas|| y se dictan otras disposiciones. [Aforo de establecimientos publicos],2015-08-26
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8163,Por medio del cual se modifica y adiciona la Ley Estatutaria 1266 de 2008|| y se dictan disposiciones generales del habeas data con relacion a la informacion financiera|| crediticia|| comercial|| de servicios y la proveniente de terceros paises y se dictan otras disposiciones. [Habeas data],2015-08-26
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8169,Por medio del cual se generan disposiciones frente al consumo y distribucion de bebidas energeticas|| y se dictan otras disposiciones. [Bebidas energeticas],2015-08-26
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,8167,Por medio de la cual se reglamenta la actividad del agro turismo en Colombia. [Agro turismo],2015-08-26
Comision Sexta de Camara de Representantes,Legislativa,Aprobado Informe de Objeciones,8165,Por medio de la cual se establecen normas de proteccion y garantias contra abusos hacia los usuarios de los servicios publicos de energia y gas y se dictan otras disposiciones en materia de proteccion de los usuarios de servicios publicos. [Estatuto Nacional de Usuarios de los Servicios Publicos Domiciliarios],2015-08-26
Comision Primera de Camara de Representantes,Legislativa,Archivado por Vencimiento de Terminos,8164,Por medio de la cual se crea el Servicio Social para la Paz y se dictan otras disposiciones. [Servicio social para la paz],2015-08-26
Comision Sexta de Senado,Legislativa,Retirado por el Autor,8172,Por la cual se reglamenta el ejercicio de la educacion fisica|| sus profesiones afines y auxiliares|| se dicta el Codigo etico y Deontologico del Educador Fisico y sus profesiones afines|| y se establecen otras disposiciones. [Codigo de etica del educador fisico],2015-08-27
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8174,Por medio del cual se expiden normas que regulan la funcion social del espacio publico en agrupaciones de vivienda|| conjuntos residenciales o multifamiliares y se dictan otras disposiciones. [Funcion social del espacio publico],2015-08-28
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8176,Por el cual se promueve y da continuidad al proceso de capacitacion y profesionalizacion de los agentes educativos vinculados a los servicios de atencion a la primera infancia en todo el territorio nacional y se dictan otras disposiciones. [Profesionalizacion educadores],2015-09-01
Comision Segunda de Camara de Representantes,Legislativa,Sancionado como Ley,8175,Por la cual se reglamenta el servicio de reclutamiento|| control de reservas y la movilizacion. [Reclutamiento y movilizacion de FFAA],2015-09-01
Comision Septima de Camara de Representantes,Legislativa,Acumulado,8177,Por medio del cual se reforman los articulos 236 y 239|| del Codigo Sustantivo del Trabajo y se dictan otras disposiciones. [Lactancia materna],2015-09-01
Comision Septima de Camara de Representantes,Legislativa,Aprobado Informe de Objeciones,8178,Por medio de la cual se reconoce y reglamenta el ejercicio de la profesion de entrenador (ra) deportivo (va) y se dictan otras disposiciones. [Entrenadores deportivos],2015-09-02
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8179,Por medio de la cual se regulan los principios de paridad|| alternancia y universalidad contemplados en la Constitucion Politica y se modifican la Ley Estatutaria 1475 de 2011 y la Ley 130 de 1994 para la consecucion efectiva de la igualdad real en la representacion politica de las mujeres. [Representacion politica de las mujeres.],2015-09-02
Comision Primera de Senado,Legislativa,Archivado en Debate,8180,Por el cual se deroga el articulo 7 de la Ley 84 de 1989. [Crueldad para con los animales],2015-09-02
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,8183,Por la cual se establece la gratuidad en la educacion superior publica y se dictan otras disposiciones. [Gratuidad en la educacion superior publica],2015-09-08
Comision Quinta de Senado,Legislativa,Retirado por el Autor,8185,Por medio del cual se crean las regalias ambientales y se dictan otras disposiciones. [Regalias ambientales],2015-09-08
Comision Segunda de Senado,Legislativa,Retirado por el Autor,8186,Por medio de la cual se institucionaliza en Colombia el Dia Nacional del Duelo y la esperanza. [Dia nacional del duelo],2015-09-08
Comision Primera de Senado,Legislativa,Retirado por el Autor,8182,Por medio de la cual se reglamenta la destinacion de la maquinaria pesada incautada en actividades ilicitas|| se crea el Fondo Nacional de Maquinaria Pesada y se dictan otras disposiciones. [Uso de maquinaria pesada incautada],2015-09-08
Comision Septima de Senado,Legislativa,Retirado por el Autor,8184,Por medio de la cual se regula el servicio de transporte asistencial especializado (TAE) de pacientes en condicion de discapacidad y/o de urgencias no vitales. [Transporte asistencial especializado|| TAE],2015-09-08
Comision Sexta de Camara de Representantes,Legislativa,Sancionado como Ley,8181,Por el cual se exceptua la destinacion especifica de que trata el paragrafo del articulo 212 de la Ley 115 de 1994 de un area de terreno denominada “La Casona”|| donde funciono el antiguo colegio San Jose de Alcantara de Guanenta. [Predio La Casona destinado a cultura],2015-09-08
Comision Segunda de Senado,Legislativa,Sancionado como Ley,8189,Proyecto mediante el cual se declara patrimonio cultural de la Nacion al “Torneo Internacional de Contrapunteo y Voz Recia|| Cimarron de Oro. [Torneo Cimarron de Oro como patrimonio nacional],2015-09-09
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,8193,Por medio del cual se reforma la Constitucion Politica de Colombia en lo relativo a la remuneracion de los miembros del Congreso de la Republica. [Congela la remuneracion de los congresistas],2015-09-09
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8191,Por medio del cual se previene|| controla y sanciona adecuadamente el delito del contrabando|| protegiendo el comercio justo e incentivando la formalizacion|| al pequenno y mediano comerciante. [Prevencion contrabando],2015-09-09
Comision Quinta de Camara de Representantes,Legislativa,Retirado por el Autor,8187,Por medio de la cual se dictan disposiciones para garantizar la preservacion|| conservacion y regeneracion de los ecosistemas de paramos y el desarrollo sostenible de las regiones de paramo en Colombia. [Proteccion de los ecosistemas de paramos],2015-09-09
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8190,Por la cual se adoptan medidas para aumentar la cobertura en el Sistema General de Pensiones y se dictan otras disposiciones. [Cobertura Sistema General de Pensiones],2015-09-09
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8188,Por medio del cual se establecen limites maximos a los avaluos por actualizacion catastral|| se unifica la conservacion catastral a nivel nacional|| se determinan los limites y plazos para el pago del impuesto predial unificado y se dictan otras disposiciones. [Avaluos catastrales y predial],2015-09-09
Comision Septima de Camara de Representantes,Legislativa,Sancionado como Ley,8192,Por medio de la cual se modifica la edad maxima para el retiro forzoso de las personas que desempennan funciones publicas. [Edad maxima de retiro forzoso de servidores publicos],2015-09-11
Comision Primera de Camara de Representantes/Comision Primera de Senado,Legislativa,Sancionado como Ley,8194,Por medio de la cual se regula el Plebiscito por la Paz. [Plebiscito por la Paz],2015-09-11
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,8197,Por el cual se establece la segunda vuelta para la eleccion gobernadores y alcaldes de las capitales de departamentos. [Segunda vuelta para alcaldes y gobernadores],2015-09-15
Comision Primera de Senado,Gubernamental,Acto Legislativo,8196,Por medio del cual se establecen instrumentos juridicos para los desarrollos normativos necesarios para facilitar y asegurar la implementacion del Acuerdo Final para la Terminacion del Conflicto y la Construccion de una Paz estable y duradera. [Instrumentos juridicos para la paz],2015-09-15
Comision Primera de Camara de Representantes,Gubernamental,Archivado por Vencimiento de Terminos,8195,Por el cual se modifican las normas relativas a la investigacion|| acusacion y juzgamiento de los congresistas y altos servidores que gozan de fuero constitucional y se dictan otras disposiciones. [Doble instancia aforados] ,2015-09-15
Comision Septima de Senado,Legislativa,Sancionado como Ley,8207,Por medio del cual se regula el uso del desfibrilador externo automatico (DEA) en transportes asistenciales|| lugares de alta afluencia de publico|| y se dictan otras disposiciones. [Regula el uso del desfibrilador],2015-09-16
Comision Primera de Senado,Legislativa,Acumulado,8199,Por el cual se modifica el articulo 150 y se deroga el articulo 187 de la Constitucion Politica. [Regimen salarial de los congresistas],2015-09-16
Comision Sexta de Camara de Representantes,Legislativa,Retirado por el Autor,8203,Por medio de la cual se establecen cuotas minimas para el acceso a la educacion superior a miembros de grupos etnicos en Instituciones de Educacion Superior estatales u oficiales y se dictan otras disposiciones. [Cuotas minimas en educacion superior para minorias etnicas],2015-09-16
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8205,Por medio de la cual se establecen modificaciones al Codigo Nacional de Transito para uso de sistemas tecnologicos de fotodeteccion por parte de las autoridades de transito y garantizar el debido proceso administrativo para la imposicion de multas de transito. Modificaciones en los articulos 129 y 137 y adicion de un articulo en la Ley 769 de 2002. [Fotomultas],2015-09-16
Comision Primera de Camara de Representantes,Legislativa,Sancionado como Ley,8204,Por medio de la cual se establecen medidas de proteccion al adulto mayor en Colombia|| se modifican las Leyes 1251 de 2008|| 1315 de 2009 y 599 de 2000|| se penaliza el maltrato intrafamiliar por abandono y se dictan otras disposiciones. [Proteccion adulto mayor],2015-09-16
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8202,Por medio de la cual se prohibe el cobro por retiros en cajeros electronicos del sistema bancario colombiano de cuentas con movimientos inferiores a tres salarios minimos mensuales legales vigentes.  [Cobros cajeros automaticos],2015-09-16
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,8198,Por medio de la cual se establece la produccion agropecuaria con destino a la sostenibilidad alimentaria como actividad de utilidad publica e interes social y se dictan otras disposiciones.  [Sostenibilidad alimentaria],2015-09-16
Comision Segunda de Camara de Representantes,Legislativa,Sancionado como Ley,8201,Por la cual la Nacion declara patrimonio historico y cultural al municipio de Trinidad del departamento de Casanare|| exaltando su condicion de cuartel general de la Campanna Libertadora. [Trinidad|| Casanare como patrimonio],2015-09-16
Comision Quinta de Camara de Representantes,Gubernamental,Sancionado como Ley,8200,Por medio de la cual se establecen medidas en contra de la pesca ilegal y el delito de ilicita actividad de pesca en el territorio colombiano. [Lucha contra la pesca ilegal],2015-09-17
Comision Tercera de Camara de Representantes/Comision Tercera de Senado,Gubernamental,Sancionado como Ley,8206,Por la cual se amplian las autorizaciones conferidas al Gobierno nacional para celebrar operaciones de credito publico externo e interno y operaciones asimiladas a las anteriores|| asi como para garantizar obligaciones de pago de otras entidades y se dictan disposiciones sobre emision de titulos de Tesoreria TES Clase “B” con el fin de atender la eventual liquidacion de la Caja Nacional de Prevision Social de Comunicaciones|| Caprecom. [Ampliar cupo de endeudamiento],2015-09-18
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8212,Por medio de la cual se exige la aceptacion escrita o por medios electronicos por parte de los clientes|| para acceder a cualquiera de los servicios ofrecidos por entidades financieras y se dictan otras disposiciones. [Servicios financieros],2015-09-18
NA,Legislativa,Acumulado,8213,Por medio de la cual se modifica la Ley 675 de 2001 sobre Regimen del Propiedad Horizontal y se dictan otras disposiciones. [Regimen del Propiedad Horizontal],2015-09-22
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,8209,Por medio de la cual se aprueba el “Acuerdo entre la Republica de Colombia y la Organizacion del Tratado del Atlantico Norte sobre Cooperacion y Seguridad de Informacion”|| suscrito en Bruselas el 25 de junio de 2013. [Acuerdo OTAN sobre seguridad de informacion],2015-09-22
Comision Septima de Senado,Legislativa,Archivado en Debate,8208,Por el cual se prohibe la produccion|| comercializacion|| exportacion|| importacion y distribucion de cualquier variedad de asbesto en Colombia. [Prohibicion del asbesto],2015-09-22
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,8211,Por medio del cual se reglamenta la profesion de ingenieria agropecuaria y se dictan otras disposiciones. [Ingenieria agropecuaria],2015-09-23
Comision Segunda de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8215,Por medio de la cual se declara como patrimonio cultural de la Nacion al Festival Folclorico del Piedemonte Amazonico y se dictan otras disposiciones. [Festival Folclorico del Piedemonte Amazonico como patrimonio cultural],2015-09-23
Comision Quinta de Senado,Legislativa,Sancionado como Ley,8210,Por medio de la cual se declara como patrimonio genetico nacional la raza autoctona del caballo de paso fino colombiano y se dictan otras disposiciones. [Raza del caballo de paso fino como patrimonio genetico],2015-09-23
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8214,Por medio de la cual se promueve el desarrollo sostenible de la produccion organica o ecologica en Colombia y se dictan otras disposiciones. [Desarrollo sostenible],2015-09-23
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8216,Por medio de la cual se otorgan facultades a los alcaldes y gobernadores para adjudicar vivienda a los deportistas que obtengan logros en juegos del ciclo olimpico o campeonatos mundiales. [Vivienda para deportistas del alto rendimiento],2015-09-23
Comision Sexta de Camara de Representantes,Legislativa,Retirado por el Autor,8217,Por medio del cual se crea la contribucion para el desarrollo social y el bienestar de la comunidad raizal y el apoyo a la educacion superior de los jovenes de San Andres|| Providencia y Santa Catalina. [Tarjeta de turismo],2015-09-25
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,8220,Por medio del cual se adiciona un nuevo articulo transitorio 68 a la Constitucion Politica de Colombia para permitir la participacion politica de miembros de organizaciones guerrilleras. [Participacion politica de miembros de organizaciones guerrilleras],2015-09-29
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,8221,Por medio de la cual se modifican los articulos 314 y 323 de la Constitucion Politica Nacional. [Segunda vuelta en eleccion de alcaldes],2015-09-29
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8230,Por medio de la cual se adiciona un articulo a la Ley 720 de 2001 y se dictan otras disposiciones. [Registros Camaras de Comercio],2015-09-29
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8231,Proyecto mediante el cual se establece el Codigo de las Contravenciones. [Contravenciones],2015-09-29
Comision Sexta de Senado,Legislativa,Sancionado como Ley,8218,Por medio de la cual se regula la instalacion y puesta en marcha de sistemas automaticos|| semiautomaticos y otros medios tecnologicos para la deteccion de infracciones y se dictan otras disposiciones. [Reglamentacion fotomultas],2015-09-29
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8223,Por medio de la cual se modifica la Ley 136 de 1994|| el Decreto ley 1421 de 1993 y el Decreto Extraordinario 1222 de 1986|| se dictan normas para crear la Comision para la Equidad de la Mujer en los Concejos y Asambleas y se dictan otras disposiciones. [Comision para la Equidad de la Mujer en los Concejos y Asambleas],2015-09-29
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8229,Por medio de la cual se otorga la categoria de Distrito Portuario|| Agroindustrial y Turistico a Turbo|| Antioquia. [Turbo|| Antioquia como Distrito Portuario|| Agroindustrial y Turistico],2015-09-29
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8219,Por medio de la cual se adiciona un articulo al Codigo Sustantivo del Trabajo|| se establece el fuero de conyuge|| compannero o compannera permanente en condicion de desempleado y se dictan otras disposiciones. [Fuero de conyuge desempleado],2015-09-29
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8226,por medio de la cual se modifica el articulo 118-1 del Estatuto Tributario de los Impuestos Administrados por la Direccion General de Impuestos Nacionales. [Equidad tributaria],2015-09-30
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8228,Por medio de la cual se regula la actividad de operacion y procesamiento masivo de datos y se dictan otras disposiciones. [Procesamiento masivo de datos],2015-09-30
Comision Sexta de Camara de Representantes,Legislativa,Retirado por el Autor,8225,Por medio de la cual se crea un incentivo tributario para aquellos pequennos y medianos establecimientos de alojamiento y hospedaje|| que se certifiquen en calidad turistica y se dictan otras disposiciones. [Incentivos a pequennos alojamientos],2015-09-30
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8227,Por la cual se establece la Catedra de Prevencion al Consumo de Sustancias Psicoactivas en todas las instituciones educativas del pais. [Catedra de Prevencion al Consumo de Sustancias Psicoactivas],2015-09-30
Comision Primera de Camara de Representantes,Gubernamental,Archivado en Debate,8222,Por medio de la cual se desarrolla parcialmente el Acto Legislativo numero 2 de 2015|| se reforma la Ley 270 de 1996 y se dictan otras disposiciones. [Rama judicial|| estatutaria de justicia],2015-09-30
Comision Tercera de Camara de Representantes,Legislativa,Acumulado,8233,Por medio de la cual se crea el impuesto al valor agregado especial para licores|| aperitivos|| vinos y similares|| se derogan las leyes 223 de 1995|| 788 de 2002y ley 1393 de 2010|| y se dictan otras disposiciones. [IVA a bebidas alcoholicas],2015-10-06
Comision Primera de Camara de Representantes,Legislativa,Archivado por Vencimiento de Terminos,8236,Por medio del cual el municipio de San Jose de Cucuta|| capital del departamento de Norte de Santander|| se eleva a Distrito Especial|| Fiscal y Aduanero. [Cucuta como Distrito Especial|| Fiscal y Aduanero],2015-10-06
Comision Tercera de Camara de Representantes,Legislativa,Archivado en Debate,8237,Por la cual se autoriza a la Asamblea del Departamento de Casanare para que ordene la emision de la Estampilla en Pro del fortalecimiento de la Fundacion Universitaria Internacional del Tropico Americano (Unitropico) y se dictan otras disposiciones. [Estampilla Unitropico],2015-10-07
Comision Tercera de Senado,Legislativa,Sancionado como Ley,8234,Por medio de la cual se fomenta la economia creativa|| Ley Naranja. [Economia creativa|| Ley naranja],2015-10-07
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8238,Por medio de la cual se crea el Tribunal Nacional de Garantias Constitucionales para Asuntos Penales y se dictan otras disposiciones. [Tribunal Nacional de Garantias Constitucionales para Asuntos Penales],2015-10-07
Comision Primera de Senado,Legislativa,Sancionado como Ley,8235,Por medio de la cual se expide el Codigo de etica y Disciplinario del Congresista y se dictan otras disposiciones. [Codigo de etica y Disciplinario del Congresista],2015-10-07
