comision_entrante,iniciativa,estado_actual,id_proyecto,titulo,fecha_radicacion
Comision Primera de Camara de Representantes,Legislativa,Acumulado,9089,Por medio de la cual se adoptan medidas a favor de la transparencia y las buenas practicas. [Transparencia en la funcion publica],2017-08-23
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9074,Por medio de la cual se dictan disposiciones en materia de participacion ciudadana. [Participacion ciudadana],2017-08-23
Comision Tercera de Camara de Representantes,Legislativa,Aprobado Segundo Debate,9090,Por medio de la cual se establecen limites maximos a los avaluos por actualizacion catastral|| se unifica la conservacion catastral a nivel nacional|| se determinan los limites y plazos para el pago del impuesto predial unificado y se dictan otras disposiciones. [Avaluos e impuestos catastrales],2017-08-23
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,9092,Por medio del cual se modifican los articulos 267 y 268 de la Constitucion Politica. [Funciones Contraloria|| funcion de advertencia],2017-08-24
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9091,Por medio de la cual se crea un paragrafo al articulo 42 de la Ley 769 de 2002|| y se especifica el accidente del transito en animal domestico|| silvestre o en situacion de abandono y se garantiza su atencion por parte del SOAT. [Soat cubriria atencion veterinaria],2017-08-24
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9081,Por medio de la cual se establecen beneficios economicos para la reconstruccion y fomento de la economia de Mocoa afectada por el fenomeno natural (desbordamiento y avalancha de los rios Mocoa|| Sangoyaco y Mulato)|| y se dictan otras disposiciones. [Beneficios economicos para Mocoa],2017-08-24
Comision Segunda de Senado,Gubernamental,Archivado por Transito de Legislatura,9093,"Por medio de la cual se aprueba el ""Convenio Internacional del Cacao|| 2010""|| adoptado en Ginebra|| el 25 de junio de 2010. [Convenio Internacional del Cacao]",2017-08-24
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9080,Por medio de la cual se crean las mesas ambientales en el territorio nacional como espacios de participacion intersectorial|| interinstitucional|| interdisciplinario. [Mesas ambientales],2017-08-24
Comision Sexta de Camara de Representantes,Legislativa,Archivado en Debate,9082,Por la cual se autoriza el uso de dispositivos|| espacios o estructuras especiales en buses de transporte publico y taxis para transporte de bicicletas. [Bicicletas en el transporte publico],2017-08-24
Comision Septima de Camara de Representantes,Legislativa,Concepto Institucional,9107,Por el cual se dictan disposiciones relacionadas con la dignificacion del trabajo de la poblacion rural en Colombia y el establecimiento de un piso de proteccion social minimo. [Seguridad social rural],2017-08-29
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,9102,Por la cual se establece la reglamentacion del sistema de calificacion del origen de la enfermedad|| la perdida de capacidad laboral y la fecha de estructuracion|| el adecuado procedimiento de las juntas medico laborales y se dictan otras disposiciones. [Juntas calificadoras de enfermedad laboral],2017-08-29
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9109,Por medio del cual se reglamenta el sector de la musica y se toman otras disposiciones. [Regulacion del sector musical],2017-08-29
Comision Sexta de Senado,Legislativa,Publicada Ponencia Segundo Debate,9101,Por el cual se autoriza a institutos o centros de investigaciones o estudios y academias|| previo cumplimiento de requisitos|| a desarrollar programas academicos de doctorado y se dictan otras disposiciones. [Programas academicos de doctorado],2017-08-29
Comision Sexta de Camara de Representantes,Legislativa,Archivado en Debate,9108,Por medio de la cual se adicionan funciones a las Comisiones de Regulacion y se dictan otras disposiciones. [Comisiones de regulacion de servicios publicos],2017-08-29
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,9100,Por medio del cual se crea el regulador convergente para el sector telecomunicaciones y se dictan otras disposiciones. [Regulador convergente para telecomunicaciones],2017-08-29
Comision Septima de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9112,Por medio de la cual se modifican los articulos 236|| 238 y 239 del Codigo Sustantivo del Trabajo y se dictan otras disposiciones. [Licencia de paternidad],2017-08-30
Comision Septima de Senado,Legislativa,Archivado en Debate,9106,Por medio de la cual se incentiva la donacion de sangre en el pais y se dictan otras disposiciones. [Donacion de sangre],2017-08-30
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9111,Por medio de la cual se establece la gratuidad para la admision de estudiantes de estratos 1|| 2 y 3 en las instituciones de educacion superior publicas|| y se dictan otras disposiciones. [Gratuidad de admision en instituciones publicas de educacion superior],2017-08-30
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9110,Por medio de la cual se implementan medidas para promover|| proteger|| desarrollar y consolidar la Economia Campesina y la Agricultura Familiar y se dictan otras disposiciones. [Economia campesina],2017-08-30
Comision Segunda de Camara de Representantes,Legislativa,Aprobado Segundo Debate,9116,Por medio de la cual se declara como Patrimonio Cultural de la Nacion al Festival Folclorico del Piedemonte Amazonico|| y se dictan otras disposiciones. [Festival Folclorico del Piedemonte Amazonico|| patrimonio cultural],2017-09-01
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9115,Por medio de la cual se modifica el articulo 446 de la Ley 599 de 2000. [Delito de favorecimiento],2017-09-04
Comision Tercera de Senado,Legislativa,Archivado por Transito de Legislatura,9114,Por medio de la cual se modifica la Ley 152 de 1994. [Vigencia Plan Nacional de Desarrollo],2017-09-04
Comision Septima de Senado,Legislativa,Concepto Institucional,9113,Por medio del cual se adiciona un articulo nuevo a la Ley 4 de 1992. [Defensores de Familia],2017-09-04
Comision Quinta de Camara de Representantes,Legislativa,Concepto Institucional,9126,Por medio de la cual se establece como politica de Estado el programa familias en su tierra y se dictan otras disposiciones. [Programa familias en su tierra],2017-09-11
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9127,Por medio de la cual se modifica el Codigo Nacional de Transito y se dictan otras disposiciones en materia de movilidad. [Movilidad],2017-09-11
Comision Quinta de Camara de Representantes,Legislativa,Concepto Institucional,9128,Por medio del cual se promueve el desarrollo y utilizacion de energia solar en las dotaciones de infraestructura educativa y de salud y se dictan otras disposiciones. [Energia solar en infraestructura publica],2017-09-11
Comision Quinta de Camara de Representantes,Legislativa,Aprobado Segundo Debate,9129,Por medio de la cual se establece la proteccion de los derechos a la salud y al medio ambiente sano imponiendo restricciones a las emisiones contaminantes de fuentes moviles y se dictan otras disposiciones. [Control emisiones contaminantes],2017-09-11
Comision Primera de Senado,Legislativa,Retirado por el Autor,9120,Por medio del cual se regula la indemnizacion de los dannos a la persona en los procesos de responsabilidad. [Regula la tasacion de dannos],2017-09-12
Comision Tercera de Senado,Legislativa,Publicada Ponencia Segundo Debate,9117,Por medio de la cual se crea el Fondo de Estabilizacion de Precios del Cafe. [Fondo de Estabilizacion de Precios del Cafe],2017-09-12
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9131,Por medio de la cual se incentiva la vida familiar|| se modifican el Capitulo V del Titulo VIII|| los articulos 57|| 245 y 246 del Codigo Sustantivo del Trabajo y se dictan otras disposiciones. [Licencia laboral por matrimonio],2017-09-12
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9119,Por la cual se dictan disposiciones para el sometimiento y acogimiento a la justicia de miembros de organizaciones criminales|| que contribuyan de manera efectiva a la consecucion de la seguridad y la convivencia en los territorios. [Acogimiento a la justicia],2017-09-12
Comision Septima de Camara de Representantes,Legislativa,Retirado por el Autor,9130,Por medio de la cual se eleva la edad a veintiun (21) annos para consumo y venta de bebidas embriagantes y se dictan otras disposiciones. [Edad minima para consumo de alcohol],2017-09-12
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,9118,Por medio del cual se establece el Codigo de Responsabilidad Juridica por Dannos Ambientales y el procedimiento administrativo sancionatorio en materia ambiental|| se expiden normas para fortalecer el cumplimiento de la normatividad ambiental|| y se dictan otras disposiciones. [Codigo de Responsabilidad Juridica por Dannos Ambientales],2017-09-12
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,9132,Por medio del cual se modifica el Sistema General de Participaciones. [Sistema General de Participaciones],2017-09-12
Comision Septima de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9137,Por medio de la cual se modifican parcialmente los articulos 2º y 3º de la Ley 1580 de 2012 que creo la pension familiar. [Pension familiar],2017-09-13
Comision Sexta de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9138,Por medio de la cual se adecuan los parques para que sean incluyentes para ninnos|| ninnas|| adolescentes y personas en condicion de discapacidad. [Parques incluyentes para personas con discapacidad],2017-09-13
Comision Sexta de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9136,Por medio de la cual promueve y fomenta la manifestacion artistica de las comunidades Afrodescendientes|| Negras|| Raizales|| Palenqueras e Indigenas de Colombia y se dictan otras disposiciones. [Promover la manifestacion artistica de las minorias etnicas|| 12 de octubre],2017-09-13
Comision Septima de Camara de Representantes,Legislativa,Aprobado Segundo Debate,9135,Por medio de la cual se modifica parcialmente la Ley 1616 de 2013 de salud mental y se dictan otras disposiciones. [Salud mental],2017-09-13
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,9133,Por medio del cual se establece el Tribunal de Aforados y el Consejo de Gobierno Judicial. [Tribunal de Aforados],2017-09-13
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9122,Por medio de la cual se modifica la Ley 1801 de 2016 y se dictan otras disposiciones. [Tenencia de mascotas],2017-09-13
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,9121,"Por la cual se modifica el articulo 5 de la Ley 823 de 2003 ""Mujeres en obras publicas"". [Mujeres en obras publicas]",2017-09-13
Comision Cuarta de Senado,Legislativa,Archivado por Transito de Legislatura,9123,Por medio del cual se dictan normas en intervencion economica del Estado en la economia en materia de intermediacion inmobiliaria y se establecen otras disposiciones en materia de control de calidad en la prestacion de tales servicios. [Intermediacion inmobiliaria],2017-09-13
Comision Primera de Senado,Legislativa,Aprobado Primer Debate,9124,Por medio de la cual de modifica la Ley 5 de 1992|| se crea la Comision Legal para la defensa de los ninnos|| ninnas y adolescentes y se dictan otras disposiciones. [Comision Legal para la defensa de los ninnos|| ninnas y adolescentes],2017-09-13
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9139,Por medio de la cual se fomenta y promueve la reforestacion de cuencas hidrograficas en el territorio nacional|| garantizando mayor suministro de agua. [Reforestacion de cuencas hidrograficas],2017-09-14
Comision Segunda de Senado,Gubernamental,Publicada Ponencia Segundo Debate,9134,Por medio de la cual se aprueba el «Acuerdo entre la Republica de Colombia y la Organizacion para la Cooperacion y Desarrollo Economicos (OCDE) sobre privilegios|| inmunidades y facilidades otorgados a la organizacion»|| suscrito en Punta Mita|| Mexico|| el 20 de junio de 2014. [Acuerdo con la OCDE sobre privilegios|| inmunidades y facilidades otorgados a la organizacion],2017-09-15
Comision Septima de Senado,Legislativa,Publicada Ponencia Segundo Debate,9140,Por medio de la cual se crea la politica contra la perdida y el desperdicio de alimentos y se dictan otras disposiciones. [Evitar desperdicio de alimentos],2017-09-15
Comision Septima de Camara de Representantes,Legislativa,Aprobado Cuarto Debate,9142,Por  medio de la cual se modifica la Ley 582 de 2000. [Crea el Comite Paralimpico Colombiano],2017-09-19
Comision Segunda de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9154,Por medio de la cual se establecen lineamientos para la politica integral migratoria en Colombia y se dictan otras disposiciones. [Politica migratoria],2017-09-19
Comision Septima de Camara de Representantes,Legislativa,Concepto Institucional,9156,Por medio de la cual se establecen medidas tendientes a proteger la primera infancia y se dictan otras disposiciones. [Kit neonatal],2017-09-19
Comision Tercera de Camara de Representantes,Legislativa,Concepto Institucional,9157,Por medio de la cual se modifican los articulos 131 y 134 de la Ley 1438 de 2011 respecto a las multas impuestas por la Superintendencia Nacional de Salud y se dictan otras disposiciones. [Multas de la Supersalud],2017-09-19
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9155,Por medio de la cual se reconoce y se fortalece la la labor que ejercen los vocales de control de servicios publicos domiciliarios y se dictan otras disposiciones. [Vocales de control de servicios publicos],2017-09-19
Comision Tercera de Camara de Representantes,Legislativa,Retirado por el Autor,9158,Por medio de la cual se modifica el numeral 3 del articulo 25 del Estatuto Tributario. [Exenciones a la retefuente],2017-09-20
Comision Primera de Camara de Representantes,Legislativa,Archivado por Vencimiento de Terminos,9162,Por medio del cual se modifica el paragrafo 2 del articulo 2° del Acto Legislativo 05 de 2011. [Energia renovable],2017-09-20
Comision Primera de Camara de Representantes,Legislativa,Publicada Ponencia Cuarto Debate,9153,Organica Por medio de la cual se dictan normas para la creacion de la Oficina de Asistencia Tecnica Presupuestal (OATP) de la Camara de Representantes. [Oficina de Asistencia Tecnica Presupuestal|| OATP],2017-09-20
Comision Segunda de Senado,Legislativa,Sancionado como Ley,9141,Por medio de la cual la Nacion se vincula a la celebracion de los 30 annos de existencia juridica del Instituto Universitario de la Paz - Unipaz de Barrancabermeja - Santander|| y se dictan otras disposiciones. [30 annos de Unipaz en Barrancabermeja|| Santander],2017-09-20
Comision Sexta de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9163,Por la cual se modifica el articulo 122 de la Ley 30 de 1992 y se dictan otras disposiciones. [Cobros en educacion superior],2017-09-20
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,9143,Por medio de la cual se establecen medidas de inclusion para la poblacion con discapacidad auditiva. [Poblacion con discapacidad auditiva],2017-09-20
Comision Tercera de Camara de Representantes/Comision Tercera de Senado,Gubernamental,Archivado por Vencimiento de Terminos,9149,Organica por la cual se modifica la Ley 152 de 1994. [Implementacion y plan de desarrollo],2017-09-22
Comision Segunda de Senado,Legislativa,Aprobado Segundo Debate,9152,Por medio de la cual la Nacion se asocia a la celebracion de los cien (100) annos de la Fuerza Aerea Colombiana. [Centenario de la FAC],2017-09-26
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,9151,Por medio de la cual se establece la politica publica para la ancianidad o vejez. [Politica publica para la tercera edad],2017-09-26
Comision Segunda de Camara de Representantes,Legislativa,Aprobado Segundo Debate,9165,Por medio de la cual se declara patrimonio cultural inmaterial e historico de la Nacion el Festival Folclorico de la Leyenda del Hombre Caiman|| en el municipio de Plato|| en el departamento del Magdalena|| y se dictan otras disposiciones. [Festival Folclorico de la Leyenda del Hombre Caiman como patrimonio],2017-09-26
Comision Cuarta de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9164,Por medio de la cual la Nacion se asocia y rinde homenaje al municipio de Argelia|| del departamento del Cauca|| con motivo de la celebracion de los 50 annos de fundacion. [50 annos de Argelia|| Cauca],2017-09-26
Comision Tercera de Senado,Legislativa,Archivado por Transito de Legislatura,9150,Por medio del cual se reduce el uso de efectivo y se promueven las transacciones electronicas en el territorio nacional|| y se dictan otras disposiciones. [Transacciones electronicas|| no mas efectivo],2017-09-26
Comision Septima de Camara de Representantes,Legislativa,Aprobado Primer Debate,9166,Por medio de la cual se reforman la Ley 181 de 1995|| el Decreto-ley 1228 de 1995 y se dictan otras normas para el deporte|| la recreacion y se ordena la realizacion de los Juegos Deportivos Nacionales de acuerdo al principio establecido en el articulo 52 de la Constitucion Politica. [Ley de Juegos Deportivos Nacionales],2017-09-27
Comision Septima de Senado,Legislativa,Aprobado Primer Debate,9159,Por la cual se fomenta la cultura de la donacion voluntaria|| altruista|| habitual y no remunerada de sangre segura y se dictan otras disposiciones. [Donacion de sangre],2017-09-27
Comision Tercera de Camara de Representantes,Legislativa,Archivado en Debate,9167,Por medio del cual se modifican algunas disposiciones sobre la estampilla Pro Ciudadela Universitaria del Atlantico contempladas en la Ley 77 de 1981. [Estampilla Pro Ciudadela Universitaria del Atlantico],2017-09-27
Comision Tercera de Camara de Representantes,Legislativa,Archivado en Debate,9173,Por medio de la cual se modifica la estampilla Ciudadela Universitaria del Atlantico|| la Ley 633 de 2000 y se dictan otras disposiciones. [Estampilla Ciudadela Universitaria del Atlantico],2017-09-27
Comision Primera de Senado,Legislativa,Sancionado como Ley,9161,Por medio el cual se categoriza al municipio de Santiago de Cali como distrito especial deportivo|| cultural|| turistico|| empresarial y de servicios. [Cali como distrito especial],2017-09-27
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9172,Por la cual se dictan medidas laborales en favor de los conductores de motocicletas y se dictan otras disposiciones. [Mototaxismo],2017-09-27
Comision Primera de Camara de Representantes/Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9160,Organica Por medio de la cual se crea la Comision Legal de Aforados. [Comision Legal de Aforados],2017-09-27
Comision Primera de Camara de Representantes,Legislativa,Archivado por Vencimiento de Terminos,9170,Por la cual se modifica parcialmente la Ley 996 de 2005. [Garantias electorales],2017-09-29
Comision Primera de Senado,Otras entidades,Aprobado Segundo Debate,9168,Por medio del cual se modifican y adicionan articulos de la Ley 599 de 2000 y la Ley 906 de 2004 en relacion con el delito de violencia intrafamiliar. [Violencia intrafamiliar],2017-10-02
Comision Sexta de Senado,Gubernamental,Archivado por Transito de Legislatura,9169,Por medio de la cual se establecen instrumentos para la inspeccion|| vigilancia y control del transporte|| su infraestructura y sus servicios conexos y complementarios|| asi como para los organismos de transito y de apoyo a estos|| y se establecen otras disposiciones. [Regimen sancionatorio del transporte],2017-10-03
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9187,Por la cual se reforma la Ley 769 de 2002 y se dictan otras disposiciones. [Choques simples],2017-10-04
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9186,Por medio de la cual se adiciona la Ley 336 de 1996 y se dictan disposiciones para la regulacion del incremento tarifario de los sistemas de transporte masivo. [Tarifas de los sistemas de transporte masivo],2017-10-04
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9171,Por medio de la cual se modifica y adiciona la Ley Estatutaria 1266 de 2008|| y se dictan disposiciones generales del habeas data con relacion a la informacion financiera|| crediticia|| comercial|| de servicios y la proveniente de terceros paises y se dictan otras disposiciones. [Habeas data financiero],2017-10-04
Comision Tercera de Camara de Representantes,Legislativa,Aprobado Segundo Debate,9185,Por medio de la cual se modifica la Ley 654 de 2001|| que autorizo a la Asamblea Departamental del Magdalena ordenar la emision de la estampilla Refundacion Universidad del Magdalena de Cara al Nuevo Milenio|| y se dictan otras disposiciones. [Estampilla Refundacion Universidad del Magdalena],2017-10-04
Comision Septima de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9190,"Por medio de la cual se regula el consumo|| publicidad y comercializacion de aparatos de vaporizacion electronica (Sistemas Electronicos de Administracion de Nicotina y Sistemas Similares Sin Nicotina ""SEAN/SSSN""). [Cigarrillo electronico]",2017-10-04
NA,Legislativa,Acumulado,9175,Por medio del cual se promueve el desarrollo de las empresas innovadoras en etapa temprana y se dictan otras disposiciones. [Ley pro emprendimiento|| empresas innovadoras],2017-10-10
Comision Septima de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9188,Por el cual se reforma la legislacion en materia de deporte|| recreacion|| actividad fisica y aprovechamiento del tiempo libre. [Sistema Nacional del deporte],2017-10-10
Comision Septima de Camara de Representantes,Legislativa,Aprobado Primer Debate,9194,Por medio del cual se crean las Camaras de la Economia Solidaria|| se define el registro solidario y se dictan otras disposiciones. [Camaras de la Economia Solidaria],2017-10-11
Comision Tercera de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9191,Por el cual se crea la Ley de Primera Empresa. [Ley de Primera Empresa],2017-10-11
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,9182,Por la cual se crean instrumentos para promover la economia digital|| proteger al usuario de servicios de telecomunicaciones|| e incentivar la competencia en el sector y promover la masificacion del sector movil y se dictan otras disposiciones. [Promocion economia digital],2017-10-11
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,9184,Por medio del cual se reglamenta la proteccion de las abejas|| el fomento y desarrollo de la apicultura en Colombia y se dictan otras disposiciones. [Fomento de la apicultura],2017-10-11
Comision Segunda de Senado,Legislativa,Archivado por Transito de Legislatura,9183,Por medio del cual se declara el primer viernes de noviembre como el dia nacional de la champeta. [Dia nacional de la champeta],2017-10-11
Comision Cuarta de Camara de Representantes,Legislativa,Archivado en Debate,9192,Organica por medio del cual se modifica la Ley 819 de 2003 Por la cual se dictan normas organicas en materia de presupuesto|| responsabilidad y transparencia fiscal y se dictan otras disposiciones. [Vigencias futuras],2017-10-11
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9193,Por medio de la cual se modifica el Codigo Nacional de Transito Terrestre|| Ley 769 de 2002|| la Ley 962 de 2005 y se establecen mecanismos para combatir la corrupcion en la inmovilizacion y traslado de vehiculos a parqueaderos autorizados. Ley anticorrupcion de patios. [Combatir la corrupcion en multas de transito],2017-10-11
Comision Sexta de Camara de Representantes/Comision Sexta de Senado,Gubernamental,Retirado por el Autor,9198,Por la cual se promueve la convergencia entre la provision de redes y servicios de telecomunicaciones y los servicios de television y de radiodifusion sonora|| se ordena la supresion y liquidacion de la Autoridad Nacional de Television|| se distribuyen competencias en materia de television y radiodifusion sonora entre las entidades del Estado|| y se dictan otras disposiciones. [Convergencia autoridad de television y de radiodifusion],2017-10-17
Comision Primera de Senado,Gubernamental,Archivado en Debate,9189,Por la cual se modifica la Ley 23 de 1982 y se establecen otras disposiciones en materia de derecho de autor y derechos conexos. [Derechos de autor],2017-10-17
Comision Segunda de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9206,Por el cual la Nacion honra y exalta la memoria de Mario Calderon Villegas y Elsa Alvarado Chacon y declara el 19 de mayo como Dia Nacional de la Lucha contra la Impunidad de los Crimenes contra Defensores y Defensoras de Derechos Humanos. [Dia Nacional de la Lucha contra la Impunidad de los Crimenes contra Defensores de Derechos Humanos],2017-10-17
Comision Quinta de Camara de Representantes,Legislativa,Retirado por el Autor,9207,Por medio de la cual se crean mecanismos para la defensa de los polinizadores|| fomento de cria de abejas y desarrollo de la apicultura en Colombia y se dictan otras disposiciones. [Desarrollo de la apicultura],2017-10-18
Comision Septima de Senado,Legislativa,Publicada Ponencia Segundo Debate,9195,Por medio del cual se dictan medidas para prevenir y sancionar la violencia obstetrica. [Contra la violencia obstetrica],2017-10-18
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,9196,Por medio del cual se establecen medidas para la proteccion de los animales|| se modifica la Ley 84 de 1989 y se dictan otras disposiciones. [Proteccion animal],2017-10-18
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9197,Por medio del cual se crea una Sala Penal Militar en la Corte Suprema de Justicia y se establecen disposiciones transitorias en relacion con el juzgamiento de los miembros de la fuerza publica. [Sala Penal Militar en la Corte Suprema de Justicia],2017-10-18
Comision Segunda de Senado,Gubernamental,Publicada Ponencia Segundo Debate,9199,Por medio de la cual se aprueba el «acuerdo entre el gobierno de la Republica de Colombia y el gobierno de la Republica de Turquia sobre promocion y proteccion reciproca de inversiones»|| suscrito en Bogota|| el 28 de julio de 2014. [Acuerdo con Turquia sobre promocion y proteccion reciproca de inversiones],2017-10-19
Comision Segunda de Senado,Gubernamental,Archivado por Transito de Legislatura,9200,Por medio de la cual se aprueba el «acuerdo entre el gobierno de la Republica de Singapur y el gobierno de la Republica de Colombia sobre promocion y proteccion de inversiones» suscrito en Bogota el 16 de julio de 2013. [Acuerdo con Singapur sobre promocion y proteccion reciproca de inversiones],2017-10-19
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9208,Por medio de la cual se establecen medidas de proteccion de especies amenazadas en Colombia y se dictan otras disposiciones. [Proteccion de especies amenazadas],2017-10-19
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,9203,Por medio de la cual se modifica y se adiciona la Ley 909 de 2004. [Ley de empleo|| provisionalidad],2017-10-24
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9202,Por medio de la cual se modifica el articulo 6 de la ley 549 de 1999. [Fondo Nacional de Pensiones de lasEntidades Territoriales|| Fonpet],2017-10-24
Comision Primera de Camara de Representantes/Comision Primera de Senado,Gubernamental,Archivado por Vencimiento de Terminos,9212,Por medio de la cual se desarrolla el tratamiento penal diferenciado para pequennos cultivadores y cultivadoras|| de acuerdo con las disposiciones del articulo 5° transitorio del Acto Legislativo 01 de 2017 y el numeral 4.1.3.4 del Acuerdo Final para la terminacion del conflicto y la construccion de una paz estable y duradera. [Tratamiento penal diferenciado para pequennos cultivadores],2017-10-24
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,9204,Por la cual se modifica y adiciona la Ley 1341 de 2009. [Fondo de Tecnologias de la Informacion y las Comunicaciones],2017-10-24
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9201,Por medio del cual se modifica la Ley 136 de 1994|| Ley 617 de 2000|| Ley 1551 de 2012|| se regula el ejercicio del concejal y se dictan otras disposiciones. [Regula el ejercicio de concejal],2017-10-24
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9211,Por medio del cual se regula el derecho constitucional a la huelga. [Derecho a la huelga],2017-10-25
Comision Primera de Senado,Legislativa,Archivado en Debate,9209,Por medio de la cual se crea el policia escolar y se dictan otras disposiciones. [Policia escolar],2017-10-25
Comision Primera de Camara de Representantes/Comision Primera de Senado,Gubernamental,Archivado por Vencimiento de Terminos,9214,Por medio de la cual se fortalecen la investigacion y judicializacion de organizaciones criminales y se adoptan medidas para su sujecion a la justicia. [Sometimiento a la justicia de organizaciones criminales],2017-10-25
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,9210,Por medio del cual se elevan a rango legal los tratamientos diferenciados en tarifas de servicios publicos domiciliarios a los propietarios de pequennos establecimientos de comercio conexos a viviendas. [Tarifas diferenciadas de servicios publicos domiciliarios],2017-10-25
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,9205,Por medio de la cual se otorgan incentivos a los cultivadores de cacao y se dictan otras disposiciones. [Incentivos a cultivadores de cacao],2017-10-25
Comision Tercera de Camara de Representantes,Legislativa,Publicada Ponencia Segundo Debate,9215,Por la cual se modifican los articulos 234|| 235 y 236 del Decreto 663 de 1993 sobre el objeto social y operaciones del Banco Agrario de Colombia|| BAC sobre la cobertura y las tarifas del servicio de giros y consignaciones nacionales. [Ley de giros Banco Agrario],2017-10-26
Comision Septima de Camara de Representantes,Legislativa,Aprobado Segundo Debate,9213,Por medio de la cual se modifica la Ley 743 de 2002 y se dictan otras disposiciones. [Dignatarios de las juntas de accion comunal],2017-10-26
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9216,Por el cual se expide el Estatuto del Curador Urbano|| se adoptan reglas relativas a la funcion publica de licenciamiento urbanistico y se dictan otras disposiciones. [Curadurias],2017-10-31
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,9219,Por la cual se dictan normas tendientes a la reorganizacion e integracion del servicio publico de transporte terrestre automotor colectivo de pasajeros a nivel metropolitano|| distrital o municipal. [Servicio publico colectivo de transporte terrestre],2017-11-01
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,9218,Por medio de la cual se brinda proteccion especial a las ninnas y ninnos entre los cero (0) y seis (6) annos de edad|| de las madres docentes gestantes y lactantes. [Amparo ninnos y ninnas],2017-11-01
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,9225,Por la cual se establecen estimulos laborales para los estudiantes del nivel profesional|| tecnologico y tecnico profesional con los mayores puntajes en el examen de calidad para la educacion superior (Ecaes) y se dictan otras disposiciones. [Estimulos a los mejores Ecaes],2017-11-01
Comision Segunda de Senado,Legislativa,Publicada Ponencia Segundo Debate,9217,Por medio de la cual se declara patrimonio cultural e inmaterial de la Nacion el “Concurso nacional de bandas de musica del municipio de Paipa” y se dictan otras disposiciones. [Concurso de bandas de Paipa como patrimonio],2017-11-01
